,Open,High,Low,Close,Adj Close,Volume,Date,company
0,71.800003,72.220001,71.580002,71.830002,57.148701,3158300.0,2017-07-10,ABBV
1,71.889999,72.169998,71.330002,71.839996,57.156666,3535100.0,2017-07-11,ABBV
2,71.510002,72.129997,71.300003,71.879997,57.702545,4860200.0,2017-07-12,ABBV
3,71.940002,72.900002,71.669998,72.629997,58.304623,5189800.0,2017-07-13,ABBV
4,72.620003,73.230003,72.510002,73.110001,58.689953,4335700.0,2017-07-14,ABBV
5,73.099998,73.470001,72.690002,72.699997,58.360794,3461600.0,2017-07-17,ABBV
6,72.629997,72.860001,71.75,72.230003,57.983509,5269100.0,2017-07-18,ABBV
7,72.480003,72.769997,72.019997,72.769997,58.416992,3904100.0,2017-07-19,ABBV
8,72.989998,74.220001,72.940002,74.010002,59.412426,5329700.0,2017-07-20,ABBV
9,73.980003,75.040001,73.849998,74.629997,59.91013,4961500.0,2017-07-21,ABBV
10,74.629997,74.75,73.839996,73.910004,59.332157,5497800.0,2017-07-24,ABBV
11,74.400002,74.550003,72.470001,72.519997,58.216305,6354200.0,2017-07-25,ABBV
12,72.370003,72.690002,71.949997,72.589996,58.272511,4877000.0,2017-07-26,ABBV
13,72.779999,72.800003,70.879997,71.730003,57.582134,7389300.0,2017-07-27,ABBV
14,71.639999,72.440002,69.379997,70.440002,56.546562,8012400.0,2017-07-28,ABBV
15,70.519997,70.580002,69.830002,69.910004,56.121105,7770400.0,2017-07-31,ABBV
16,70.029999,70.839996,69.849998,70.379997,56.49839,6681700.0,2017-08-01,ABBV
17,70.25,70.739998,69.93,70.709999,56.763302,4922200.0,2017-08-02,ABBV
18,70.610001,71.010002,70.360001,70.989998,56.988087,4400400.0,2017-08-03,ABBV
19,71.169998,71.370003,70.349998,70.989998,56.988087,4732500.0,2017-08-04,ABBV
20,70.940002,71.230003,70.639999,71.220001,57.172729,3551100.0,2017-08-07,ABBV
21,71.330002,71.910004,71.010002,71.470001,57.373417,4398000.0,2017-08-08,ABBV
22,71.260002,72.139999,71.099998,72.019997,57.81493,4536300.0,2017-08-09,ABBV
23,72.010002,72.190002,70.389999,70.440002,56.546562,5940300.0,2017-08-10,ABBV
24,70.739998,71.010002,70.43,70.629997,56.699097,3248300.0,2017-08-11,ABBV
25,71.230003,71.290001,70.699997,70.82,56.851608,2648800.0,2017-08-14,ABBV
26,71.080002,71.139999,70.279999,70.339996,56.466293,3724100.0,2017-08-15,ABBV
27,70.489998,70.75,70.110001,70.419998,56.530514,4751600.0,2017-08-16,ABBV
28,70.599998,70.68,69.830002,69.849998,56.072937,5086000.0,2017-08-17,ABBV
29,69.519997,70.440002,69.470001,69.959999,56.16124,4016400.0,2017-08-18,ABBV
30,69.919998,70.830002,69.910004,70.699997,56.75528,4666400.0,2017-08-21,ABBV
31,70.910004,71.879997,70.760002,71.75,57.598186,3589000.0,2017-08-22,ABBV
32,71.290001,71.900002,71.269997,71.519997,57.413551,3071300.0,2017-08-23,ABBV
33,71.720001,72.309998,71.400002,72.110001,57.887177,4088300.0,2017-08-24,ABBV
34,72.220001,72.779999,72.209999,72.480003,58.184212,3871200.0,2017-08-25,ABBV
35,72.669998,73.57,72.559998,73.32,58.858521,4574400.0,2017-08-28,ABBV
36,72.779999,73.900002,72.779999,73.889999,59.316082,3390800.0,2017-08-29,ABBV
