,Open,High,Low,Close,Adj Close,Volume,Date,company
71,187.850006,188.839996,185.830002,186.279999,161.943405,2580200.0,2017-10-18,AMGN
72,185.990005,186.979996,183.25,184.119995,160.065598,2563600.0,2017-10-19,AMGN
73,184.089996,184.820007,181.289993,182.960007,159.057098,3179200.0,2017-10-20,AMGN
74,183.25,183.619995,180.369995,180.529999,156.944595,2571200.0,2017-10-23,AMGN
75,181.259995,181.539993,177.229996,180.369995,156.805496,3449800.0,2017-10-24,AMGN
76,179.100006,180.039993,176.559998,177.5,154.310501,4052500.0,2017-10-25,AMGN
77,170.869995,177.440002,169.679993,176.520004,153.458511,5998500.0,2017-10-26,AMGN
78,175.350006,176.429993,173.289993,175.279999,152.380493,3478600.0,2017-10-27,AMGN
79,175.5,176.800003,173.580002,174.589996,151.780624,2550800.0,2017-10-30,AMGN
80,174.149994,176.190002,174.149994,175.220001,152.328323,2906600.0,2017-10-31,AMGN
81,175.300003,177.309998,174.720001,175.419998,152.502167,2734900.0,2017-11-01,AMGN
82,174.770004,175.380005,171.259995,172.410004,149.885452,4029300.0,2017-11-02,AMGN
83,172.100006,174.029999,171.600006,173.440002,150.780899,2433100.0,2017-11-03,AMGN
84,172.860001,173.330002,170.690002,170.800003,148.485794,2692000.0,2017-11-06,AMGN
85,170.610001,174.75,170.610001,173.479996,150.815628,3097100.0,2017-11-07,AMGN
86,174.0,174.649994,173.179993,173.580002,150.902588,2003400.0,2017-11-08,AMGN
87,172.75,174.229996,171.309998,174.0,151.2677,2005100.0,2017-11-09,AMGN
88,173.149994,173.479996,171.190002,172.350006,149.833267,1927400.0,2017-11-10,AMGN
89,171.580002,172.940002,171.100006,171.5,149.09433,2119800.0,2017-11-13,AMGN
90,170.889999,171.490005,168.309998,170.130005,147.90329,2604700.0,2017-11-14,AMGN
91,170.190002,170.520004,168.330002,169.380005,147.251312,3150600.0,2017-11-15,AMGN
92,168.910004,171.149994,168.75,170.770004,149.474533,3131000.0,2017-11-16,AMGN
93,170.669998,171.089996,169.539993,170.0,148.800568,2039700.0,2017-11-17,AMGN
94,169.899994,170.220001,168.149994,168.789993,147.74144,2012300.0,2017-11-20,AMGN
95,169.350006,170.490005,168.889999,169.839996,148.660522,2629600.0,2017-11-21,AMGN
96,169.860001,170.729996,169.330002,169.960007,148.765579,1533000.0,2017-11-22,AMGN
97,169.5,170.759995,169.490005,170.119995,148.905594,999800.0,2017-11-24,AMGN
98,170.559998,171.259995,169.559998,169.710007,148.546753,2150100.0,2017-11-27,AMGN
99,170.570007,170.660004,169.429993,170.259995,149.028137,2658700.0,2017-11-28,AMGN
100,171.0,174.0,170.589996,172.229996,150.752457,3244500.0,2017-11-29,AMGN
101,172.630005,176.059998,172.630005,175.660004,153.754776,3819400.0,2017-11-30,AMGN
102,174.160004,177.860001,174.050003,177.199997,155.102707,3389900.0,2017-12-01,AMGN
103,178.460007,180.740005,178.160004,178.690002,156.406921,4417100.0,2017-12-04,AMGN
104,179.009995,180.729996,177.940002,178.669998,156.389404,3589400.0,2017-12-05,AMGN
105,179.449997,179.479996,174.679993,176.220001,154.244919,2519700.0,2017-12-06,AMGN
106,175.679993,176.940002,173.429993,173.960007,152.266724,3102100.0,2017-12-07,AMGN
107,174.429993,175.970001,173.429993,175.410004,153.535919,3336300.0,2017-12-08,AMGN
108,176.089996,177.690002,175.009995,176.830002,154.778839,1874000.0,2017-12-11,AMGN
109,176.830002,176.990005,174.130005,176.259995,154.279907,2193700.0,2017-12-12,AMGN
110,176.869995,178.220001,175.970001,177.380005,155.260269,3166900.0,2017-12-13,AMGN
111,177.440002,177.970001,174.550003,174.919998,153.10704,2723600.0,2017-12-14,AMGN
112,176.389999,177.410004,174.139999,177.039993,154.962646,5796800.0,2017-12-15,AMGN
113,177.860001,178.630005,176.029999,176.139999,154.174896,2799200.0,2017-12-18,AMGN
114,176.119995,177.279999,175.410004,176.869995,154.813843,2705000.0,2017-12-19,AMGN
115,177.600006,179.169998,177.039993,177.110001,155.023926,3246100.0,2017-12-20,AMGN
116,177.570007,178.229996,176.460007,176.679993,154.647552,2106400.0,2017-12-21,AMGN
117,176.619995,177.490005,175.770004,176.419998,154.419983,1477900.0,2017-12-22,AMGN
118,176.179993,176.919998,175.5,176.089996,154.131119,1339200.0,2017-12-26,AMGN
119,176.440002,177.279999,176.089996,176.210007,154.236145,1403900.0,2017-12-27,AMGN
120,176.770004,177.0,175.059998,175.25,153.395889,1637700.0,2017-12-28,AMGN
121,175.25,176.059998,173.759995,173.899994,152.214249,1948600.0,2017-12-29,AMGN
122,175.350006,177.820007,174.419998,177.0,154.927673,2301100.0,2018-01-02,AMGN
123,176.910004,181.440002,175.759995,180.339996,157.851151,3084000.0,2018-01-03,AMGN
124,180.630005,180.860001,178.75,179.580002,157.185928,2021100.0,2018-01-04,AMGN
125,180.839996,180.880005,179.029999,180.649994,158.122528,2211400.0,2018-01-05,AMGN
126,180.479996,181.25,178.429993,180.600006,158.07872,2356200.0,2018-01-08,AMGN
127,180.529999,184.529999,180.119995,183.380005,160.512024,3031700.0,2018-01-09,AMGN
128,182.660004,183.699997,180.369995,182.860001,160.056885,2542700.0,2018-01-10,AMGN
129,182.860001,182.860001,181.100006,181.960007,159.269135,2101300.0,2018-01-11,AMGN
130,182.339996,185.610001,181.75,185.039993,161.965012,3111400.0,2018-01-12,AMGN
131,185.619995,187.449997,184.169998,185.539993,162.402695,3374600.0,2018-01-16,AMGN
132,187.699997,189.300003,185.899994,188.009995,164.564697,4018200.0,2018-01-17,AMGN
133,187.449997,188.559998,185.5,187.589996,164.197021,3084900.0,2018-01-18,AMGN
134,188.360001,189.720001,187.600006,189.279999,165.676285,3652300.0,2018-01-19,AMGN
135,189.729996,192.570007,189.429993,192.330002,168.345978,3579800.0,2018-01-22,AMGN
136,193.0,196.029999,191.600006,191.990005,168.048401,3486700.0,2018-01-23,AMGN
137,192.75,192.940002,189.509995,190.630005,166.857986,2765700.0,2018-01-24,AMGN
138,191.399994,191.800003,188.899994,190.080002,166.376511,2470300.0,2018-01-25,AMGN
139,191.050003,196.800003,190.990005,196.009995,171.567062,3920300.0,2018-01-26,AMGN
140,196.210007,201.229996,195.649994,198.0,173.308899,4565700.0,2018-01-29,AMGN
141,196.179993,196.470001,190.550003,191.270004,167.418121,3990800.0,2018-01-30,AMGN
142,191.639999,192.270004,184.649994,186.050003,162.849106,4677700.0,2018-01-31,AMGN
143,185.0,186.830002,182.330002,185.559998,162.420166,4078100.0,2018-02-01,AMGN
144,183.460007,192.600006,183.009995,187.009995,163.689377,7029400.0,2018-02-02,AMGN
145,186.820007,188.600006,174.619995,174.75,152.958221,6922800.0,2018-02-05,AMGN
146,177.990005,180.279999,172.039993,176.649994,154.621292,7527700.0,2018-02-06,AMGN
147,176.25,180.990005,176.0,177.470001,155.33902,5715700.0,2018-02-07,AMGN
148,177.929993,180.419998,173.0,173.119995,151.531494,6026800.0,2018-02-08,AMGN
149,174.130005,175.460007,168.25,173.460007,151.829117,6093900.0,2018-02-09,AMGN
150,174.300003,176.669998,173.0,174.869995,153.063263,4324800.0,2018-02-12,AMGN
151,173.869995,176.699997,172.460007,175.940002,153.999863,3834700.0,2018-02-13,AMGN
152,174.080002,180.309998,174.059998,179.520004,158.321228,5958700.0,2018-02-14,AMGN
153,180.0,185.0,179.899994,183.600006,161.919418,4493400.0,2018-02-15,AMGN
154,183.800003,186.119995,182.679993,183.550003,161.875336,4365800.0,2018-02-16,AMGN
155,182.889999,184.309998,182.139999,182.979996,161.37262,4078400.0,2018-02-20,AMGN
156,183.190002,185.5,182.399994,182.429993,160.887573,4054600.0,2018-02-21,AMGN
157,182.509995,185.160004,182.009995,182.449997,160.905243,3868200.0,2018-02-22,AMGN
158,183.630005,186.789993,182.770004,186.669998,164.626907,4163400.0,2018-02-23,AMGN
159,187.460007,190.369995,187.029999,188.5,166.240784,4943600.0,2018-02-26,AMGN
160,188.830002,190.100006,185.550003,185.789993,163.8508,5016100.0,2018-02-27,AMGN
161,185.880005,187.389999,183.690002,183.770004,162.069366,4544000.0,2018-02-28,AMGN
162,184.210007,185.570007,180.380005,183.289993,161.646057,11757800.0,2018-03-01,AMGN
163,181.059998,185.800003,181.050003,185.080002,163.22464,19115500.0,2018-03-02,AMGN
164,185.050003,190.690002,185.0,190.130005,167.678329,15187800.0,2018-03-05,AMGN
165,188.199997,191.639999,186.929993,190.350006,167.87236,18446500.0,2018-03-06,AMGN
166,189.729996,190.220001,186.410004,187.529999,165.385361,7009900.0,2018-03-07,AMGN
167,187.899994,188.399994,185.509995,187.160004,165.059036,9192600.0,2018-03-08,AMGN
168,188.0,191.380005,186.320007,191.100006,168.533798,5674100.0,2018-03-09,AMGN
169,189.5,190.389999,188.320007,189.300003,166.946365,6972400.0,2018-03-12,AMGN
170,189.600006,190.830002,188.630005,189.75,167.343155,4712900.0,2018-03-13,AMGN
171,191.179993,192.619995,189.800003,190.570007,168.06636,3613300.0,2018-03-14,AMGN
172,190.050003,190.880005,187.910004,189.75,167.343155,3320500.0,2018-03-15,AMGN
173,189.75,190.25,187.229996,188.240005,166.011475,16878400.0,2018-03-16,AMGN
174,187.289993,187.929993,180.669998,182.550003,160.993393,3970400.0,2018-03-19,AMGN
175,183.059998,184.020004,181.169998,182.029999,160.534836,2582200.0,2018-03-20,AMGN
176,181.429993,184.039993,181.399994,181.589996,160.146774,2531100.0,2018-03-21,AMGN
177,179.919998,180.75,176.0,176.080002,155.287399,3553000.0,2018-03-22,AMGN
178,176.570007,179.179993,169.350006,169.429993,149.422684,4529600.0,2018-03-23,AMGN
179,172.779999,175.869995,170.110001,175.190002,154.502548,4217100.0,2018-03-26,AMGN
180,176.160004,176.360001,169.820007,171.149994,150.93959,3963100.0,2018-03-27,AMGN
181,171.350006,172.5,168.020004,170.460007,150.33107,4545900.0,2018-03-28,AMGN
182,170.990005,172.240005,169.639999,170.479996,150.348694,3769800.0,2018-03-29,AMGN
183,169.919998,170.580002,163.309998,166.050003,146.441864,4759800.0,2018-04-02,AMGN
184,166.970001,169.220001,165.080002,168.220001,148.355576,3374000.0,2018-04-03,AMGN
185,166.169998,174.270004,165.880005,173.520004,153.029755,3796700.0,2018-04-04,AMGN
186,174.0,174.429993,170.990005,172.0,151.689209,2766600.0,2018-04-05,AMGN
187,170.860001,171.720001,166.199997,168.139999,148.285049,3747800.0,2018-04-06,AMGN
188,169.199997,172.949997,167.990005,169.619995,149.590271,3856800.0,2018-04-09,AMGN
189,170.889999,173.880005,170.110001,173.130005,152.685791,2872300.0,2018-04-10,AMGN
190,171.800003,174.070007,171.600006,172.410004,152.050827,2575900.0,2018-04-11,AMGN
191,172.679993,174.110001,170.960007,171.020004,150.824936,3471400.0,2018-04-12,AMGN
192,172.110001,172.429993,170.789993,171.479996,151.230621,2656400.0,2018-04-13,AMGN
193,172.75,173.130005,171.070007,171.380005,151.142441,2656400.0,2018-04-16,AMGN
194,173.0,175.630005,171.580002,174.880005,154.229126,3283900.0,2018-04-17,AMGN
195,174.610001,176.160004,174.440002,175.110001,154.431992,2205600.0,2018-04-18,AMGN
196,174.470001,175.399994,171.789993,172.929993,152.509369,2269400.0,2018-04-19,AMGN
197,173.100006,173.470001,170.570007,171.559998,151.301208,2958600.0,2018-04-20,AMGN
198,171.619995,176.970001,171.25,174.660004,154.03511,3568700.0,2018-04-23,AMGN
199,175.550003,175.759995,170.529999,171.940002,151.636307,4389400.0,2018-04-24,AMGN
200,173.660004,175.440002,170.339996,174.830002,154.185028,4693800.0,2018-04-25,AMGN
201,175.419998,176.679993,171.789993,175.369995,154.661255,3682400.0,2018-04-26,AMGN
202,174.919998,177.919998,174.860001,177.460007,156.504471,2424800.0,2018-04-27,AMGN
203,177.910004,178.740005,174.350006,174.479996,153.876358,3608700.0,2018-04-30,AMGN
204,172.149994,173.990005,167.979996,169.279999,149.29039,4799400.0,2018-05-01,AMGN
205,169.300003,171.070007,168.300003,169.429993,149.422684,4085700.0,2018-05-02,AMGN
206,169.279999,170.339996,166.050003,166.389999,146.741684,4152900.0,2018-05-03,AMGN
207,165.960007,169.5,165.220001,167.979996,148.143921,3430000.0,2018-05-04,AMGN
208,168.580002,169.929993,167.5,168.059998,148.214493,3175800.0,2018-05-07,AMGN
209,168.809998,170.5,167.5,168.490005,148.593689,3937700.0,2018-05-08,AMGN
210,168.699997,170.529999,167.089996,169.639999,149.607925,2861400.0,2018-05-09,AMGN
211,170.259995,171.490005,169.360001,170.770004,150.604446,2947100.0,2018-05-10,AMGN
212,170.380005,174.350006,170.029999,173.889999,153.356018,3740500.0,2018-05-11,AMGN
213,174.100006,177.800003,173.039993,175.960007,155.181595,3370600.0,2018-05-14,AMGN
214,174.809998,175.309998,171.100006,172.339996,151.98909,4491700.0,2018-05-15,AMGN
215,171.350006,174.580002,170.619995,173.800003,154.459702,2494200.0,2018-05-16,AMGN
216,173.309998,175.429993,172.529999,174.649994,155.215088,2268400.0,2018-05-17,AMGN
217,176.509995,177.339996,174.690002,176.300003,156.681549,3377200.0,2018-05-18,AMGN
218,177.119995,177.940002,175.899994,176.470001,156.832611,2557200.0,2018-05-21,AMGN
219,176.710007,179.570007,176.509995,178.360001,158.512299,2742700.0,2018-05-22,AMGN
220,177.119995,179.990005,176.660004,179.940002,159.916458,2242000.0,2018-05-23,AMGN
221,180.0,180.259995,176.990005,177.960007,158.156799,2386100.0,2018-05-24,AMGN
222,177.960007,179.080002,177.600006,178.240005,158.40564,1812000.0,2018-05-25,AMGN
223,176.990005,178.380005,175.770004,177.440002,157.694641,2382000.0,2018-05-29,AMGN
224,178.289993,181.779999,178.009995,180.240005,160.183075,3419200.0,2018-05-30,AMGN
225,180.309998,180.949997,178.380005,179.619995,159.63205,5247200.0,2018-05-31,AMGN
226,180.75,184.770004,180.360001,183.570007,163.142517,2892800.0,2018-06-01,AMGN
227,183.179993,185.970001,182.830002,185.440002,164.804428,2298800.0,2018-06-04,AMGN
228,182.800003,184.710007,179.789993,181.729996,161.507263,3980800.0,2018-06-05,AMGN
229,182.009995,184.149994,180.869995,183.550003,163.124725,2213100.0,2018-06-06,AMGN
230,183.470001,184.050003,182.509995,183.300003,162.902542,2729600.0,2018-06-07,AMGN
231,183.889999,185.649994,183.600006,184.300003,163.791306,2865000.0,2018-06-08,AMGN
232,184.139999,184.820007,182.929993,184.610001,164.066788,2409400.0,2018-06-11,AMGN
233,184.270004,185.119995,183.410004,185.070007,164.475632,2045300.0,2018-06-12,AMGN
234,185.360001,186.570007,183.449997,183.679993,163.240295,2243900.0,2018-06-13,AMGN
235,184.089996,186.070007,182.699997,185.789993,165.115463,2289600.0,2018-06-14,AMGN
236,186.470001,186.740005,184.020004,185.009995,164.422287,6474500.0,2018-06-15,AMGN
237,184.130005,184.5,182.380005,183.949997,163.48024,2370700.0,2018-06-18,AMGN
238,182.830002,186.339996,182.830002,186.190002,165.470993,2538500.0,2018-06-19,AMGN
239,186.25,187.509995,184.740005,186.509995,165.755341,2415200.0,2018-06-20,AMGN
240,186.509995,186.509995,184.419998,185.990005,165.293228,2206400.0,2018-06-21,AMGN
241,186.309998,188.089996,184.830002,185.149994,164.546707,11153100.0,2018-06-22,AMGN
242,185.009995,186.690002,184.070007,185.360001,164.733322,2678200.0,2018-06-25,AMGN
243,185.339996,185.949997,183.979996,184.589996,164.049011,2070600.0,2018-06-26,AMGN
244,184.919998,187.360001,183.470001,183.529999,163.106979,2354800.0,2018-06-27,AMGN
245,183.160004,184.580002,181.699997,183.339996,162.93811,2286300.0,2018-06-28,AMGN
246,183.589996,186.050003,183.589996,184.589996,164.049011,2606200.0,2018-06-29,AMGN
247,184.089996,185.460007,182.699997,185.289993,164.671097,2069800.0,2018-07-02,AMGN
248,186.449997,187.399994,185.570007,185.710007,165.044403,1348000.0,2018-07-03,AMGN
249,186.139999,188.169998,185.610001,187.360001,166.510757,1801000.0,2018-07-05,AMGN
250,188.570007,191.490005,188.009995,191.009995,169.754578,2751600.0,2018-07-06,AMGN
251,191.5,194.389999,191.169998,194.169998,172.562943,3065500.0,2018-07-09,AMGN
252,194.169998,196.149994,192.539993,195.690002,173.913788,2757000.0,2018-07-10,AMGN
253,194.600006,195.190002,192.520004,193.149994,171.656464,2431400.0,2018-07-11,AMGN
254,194.190002,194.259995,192.559998,194.080002,172.482986,2251900.0,2018-07-12,AMGN
255,194.990005,196.75,193.380005,195.910004,174.109314,2232000.0,2018-07-13,AMGN
256,195.710007,196.570007,194.110001,194.880005,173.193954,1824800.0,2018-07-16,AMGN
257,192.369995,194.899994,192.110001,193.919998,172.34079,2567300.0,2018-07-17,AMGN
258,193.25,194.0,192.050003,192.800003,171.345413,2215800.0,2018-07-18,AMGN
259,191.860001,192.850006,190.289993,191.759995,170.421127,2539200.0,2018-07-19,AMGN
260,191.479996,191.479996,189.490005,190.490005,169.29245,2252200.0,2018-07-20,AMGN
261,190.110001,190.970001,189.160004,189.970001,168.830322,1767000.0,2018-07-23,AMGN
262,191.25,193.199997,190.5,191.399994,170.101166,2440400.0,2018-07-24,AMGN
263,191.619995,193.460007,190.770004,193.039993,171.558716,2009300.0,2018-07-25,AMGN
264,195.029999,195.589996,192.679993,194.050003,172.456329,2835800.0,2018-07-26,AMGN
265,196.0,196.220001,189.570007,192.440002,171.025467,4100200.0,2018-07-27,AMGN
266,191.5,192.210007,189.940002,190.630005,169.416931,2984700.0,2018-07-30,AMGN
267,191.0,197.490005,190.869995,196.550003,174.678131,4429300.0,2018-07-31,AMGN
268,196.330002,196.979996,194.699997,195.839996,174.04715,2632800.0,2018-08-01,AMGN
269,194.639999,197.419998,192.729996,196.380005,174.527023,2500400.0,2018-08-02,AMGN
270,196.270004,198.410004,196.100006,197.990005,175.957855,2176200.0,2018-08-03,AMGN
271,197.440002,199.830002,196.520004,197.610001,175.620163,1913800.0,2018-08-06,AMGN
272,197.690002,200.899994,197.639999,200.399994,178.099686,2349800.0,2018-08-07,AMGN
273,198.5,198.5,195.070007,196.199997,174.367081,3145900.0,2018-08-08,AMGN
274,195.429993,196.320007,193.830002,193.970001,172.385208,2766500.0,2018-08-09,AMGN
275,193.300003,195.179993,192.259995,194.419998,172.785156,1769100.0,2018-08-10,AMGN
276,194.690002,196.320007,193.720001,195.610001,173.842728,1802900.0,2018-08-13,AMGN
277,195.940002,196.960007,194.889999,195.759995,173.976013,1240200.0,2018-08-14,AMGN
278,194.830002,195.479996,192.889999,195.259995,173.531662,1900200.0,2018-08-15,AMGN
279,194.460007,197.130005,192.729996,196.440002,175.768585,2361700.0,2018-08-16,AMGN
280,196.240005,198.509995,195.279999,197.419998,176.645462,2183800.0,2018-08-17,AMGN
281,197.889999,198.5,196.869995,197.559998,176.770721,1747900.0,2018-08-20,AMGN
282,197.929993,198.399994,196.729996,197.309998,176.547028,1666900.0,2018-08-21,AMGN
283,197.149994,198.75,195.830002,197.839996,177.021255,1709300.0,2018-08-22,AMGN
284,197.369995,197.75,195.619995,196.600006,175.911774,1351200.0,2018-08-23,AMGN
285,196.880005,197.5,195.600006,196.639999,175.94754,1358500.0,2018-08-24,AMGN
286,197.520004,198.660004,196.789993,198.600006,177.701279,2034400.0,2018-08-27,AMGN
287,199.020004,199.830002,198.0,198.619995,177.719193,1644200.0,2018-08-28,AMGN
288,197.789993,200.0,196.919998,199.75,178.73027,1775100.0,2018-08-29,AMGN
289,199.580002,200.690002,198.699997,200.350006,179.267181,1992500.0,2018-08-30,AMGN
290,199.830002,200.470001,198.389999,199.809998,178.783966,2981400.0,2018-08-31,AMGN
291,199.25,199.75,195.330002,196.729996,176.028061,2293500.0,2018-09-04,AMGN
292,197.130005,198.669998,196.850006,197.75,176.940735,1809000.0,2018-09-05,AMGN
293,197.550003,198.589996,195.119995,196.149994,175.509125,1797300.0,2018-09-06,AMGN
294,195.429993,197.550003,194.75,196.300003,175.643341,2604100.0,2018-09-07,AMGN
295,197.360001,203.690002,196.389999,202.5,181.190872,4310800.0,2018-09-10,AMGN
296,201.0,203.0,199.270004,199.470001,178.479721,3386000.0,2018-09-11,AMGN
297,199.679993,201.5,198.139999,199.5,178.506592,2133500.0,2018-09-12,AMGN
298,200.240005,203.089996,199.410004,202.929993,181.575638,2780200.0,2018-09-13,AMGN
299,203.639999,204.419998,200.0,200.580002,179.472946,2504200.0,2018-09-14,AMGN
300,200.289993,201.449997,199.509995,200.809998,179.678726,1950100.0,2018-09-17,AMGN
301,200.419998,203.869995,199.199997,202.339996,181.047729,1982300.0,2018-09-18,AMGN
302,202.690002,204.399994,201.570007,203.199997,181.817276,2204600.0,2018-09-19,AMGN
303,203.600006,205.25,203.020004,205.100006,183.517303,2225000.0,2018-09-20,AMGN
304,205.660004,206.619995,204.169998,205.100006,183.517303,7314000.0,2018-09-21,AMGN
305,204.529999,207.669998,204.110001,207.210007,185.405273,2642000.0,2018-09-24,AMGN
306,208.279999,208.899994,206.259995,206.460007,184.734207,2556200.0,2018-09-25,AMGN
307,206.289993,208.880005,206.289993,206.830002,185.065247,2162600.0,2018-09-26,AMGN
308,207.410004,210.190002,206.839996,208.889999,186.908478,2571200.0,2018-09-27,AMGN
309,208.539993,208.800003,206.770004,207.289993,185.476837,3238200.0,2018-09-28,AMGN
310,207.729996,209.339996,206.619995,206.910004,185.136826,2518100.0,2018-10-01,AMGN
311,206.419998,208.100006,206.089996,207.669998,185.816864,2172100.0,2018-10-02,AMGN
